car_title,car_link,car_price,currency,years
Mercedes-Benz GLK GLK,https://www.otomoto.pl/oferta/mercedes-benz-glk-220-cdi-salon-polska-serwis-aso-167-km-automat-ID6BtNqP.html#aeb76e87b8,77 000,PLN,2012
Volkswagen Passat B5,https://www.otomoto.pl/oferta/volkswagen-passat-ID6BwmhD.html#aeb76e87b8,9 200,PLN,2002
Opel Corsa E,https://www.otomoto.pl/oferta/opel-corsa-1-475kmenjoy-pakiet-upgrade-kolo-cena-petarda-okazja-rabat-ID6BuExC.html#aeb76e87b8,45 350,PLN,2018
Volkswagen Passat B8,https://www.otomoto.pl/oferta/volkswagen-passat-limousine-2-0-tdi-240km-4x4-dsg-highline-r-line-nappa-polski-dealer-ID6zSfVh.html#aeb76e87b8,189 900,PLN,2018
Opel Astra H,https://www.otomoto.pl/oferta/opel-astra-1-6-16v-105km-klimatyzacja-bezwypadkowy-1-wlasciciel-10x-airbag-ID6Bsiul.html#aeb76e87b8,13 950,PLN,2006
Ford Fiesta Mk6,https://www.otomoto.pl/oferta/ford-fiesta-1-3-8v-duratec-70km-lift-klimatyzacja-serwis-aso-bezwypadkowy-ID6BuoqO.html#aeb76e87b8,11 500,PLN,2007
Daihatsu Sirion,https://www.otomoto.pl/oferta/daihatsu-sirion-klima-super-stan-z-niemiec-uwaga-w-poniedzialek-czynne-rabaty-znizki-ID6BdUGU.html#aeb76e87b8,8 900,PLN,2005
Nissan Pulsar,https://www.otomoto.pl/oferta/nissan-pulsar-1-2-dig-t-115km-6g-temp-climatr2str-alu-gwarancja-1wl-fv23-ID6AVc7n.html#aeb76e87b8,41 900,PLN,2015
Audi Q8,https://www.otomoto.pl/oferta/audi-q8-nowe-audi-q8-50-tdi-rabat-18-matrix-hd-b-o-3d-salon-pl-2018-fv23-ID6BlcXy.html#aeb76e87b8,393 000,PLN,2018
Audi A5 8T,https://www.otomoto.pl/oferta/audi-a5-audi-a5-2010r-super-stan-ID6BuEkX.html#aeb76e87b8,50 500,PLN,2010
Mitsubishi Galant VIII,https://www.otomoto.pl/oferta/mitsubishi-galant-zadbany-doinwestowany-super-stan-2-0-lpg-okazja-ID6B9kbt.html#aeb76e87b8,9 900,PLN,2000
Kia Ceed III,https://www.otomoto.pl/oferta/kia-ceed-nowy-ceed-1-4t-gdi-wersja-m-ID6AMPjM.html#aeb76e87b8,75 245,PLN,2018
Kia Ceed III,https://www.otomoto.pl/oferta/kia-ceed-nowy-ceed-1-4t-gdi-wersja-m-ID6AMP2h.html#aeb76e87b8,75 245,PLN,2018
car_title,car_link,car_price,currency,years
Opel Astra J,https://www.otomoto.pl/oferta/opel-astra-cosmo-1-4-turbo-140km-2xpdc-klimatronic-alu-gwarancja-ID6BwmhV.html#1bbf95b907,34 900,PLN,2012
Ford Focus Mk3,https://www.otomoto.pl/oferta/ford-focus-rata-juz-od-590-zl-gwarancja-do-2020-roku-ID6AnuKM.html#1bbf95b907,39 512,PLN,2017
Citroën C4 Grand Picasso I,https://www.otomoto.pl/oferta/citroen-c4-grand-picasso-salon-pl-opony-lato-zima-hak-holowniczy-ID6BuElC.html#1bbf95b907,21 500,PLN,2007
Mini Cooper S,https://www.otomoto.pl/oferta/mini-cooper-s-salon-pl-aso-1-wl-niski-przebieg-dealer-bmw-dobrzanski-ID6Br94D.html#1bbf95b907,79 900,PLN,2014
Volkswagen Transporter T2,https://www.otomoto.pl/oferta/volkswagen-transporter-ogorek-bulik-garbus-vw-t2-ciezarowy-vat-t1-faktura-vat-23-ID6BuEel.html#1bbf95b907,22 000,PLN,1964
Opel Vectra C,https://www.otomoto.pl/oferta/opel-vectra-bixenonkolornavialunowy-dwumasgwarancja-ID6B0J4z.html#1bbf95b907,15 900,PLN,2006
Volkswagen Passat B8,https://www.otomoto.pl/oferta/volkswagen-passat-b8-1-8-tsi-automat-dsg-highline-180km-23-000-km-ID6BuI72.html#1bbf95b907,97 000,PLN,2015
Mercedes-Benz Klasa S W221,https://www.otomoto.pl/oferta/mercedes-benz-klasa-s-long-bluetec-panorama-night-vision-pakiet-amg-ID6BwmgS.html#1bbf95b907,86 500,PLN,2011
Peugeot 207,https://www.otomoto.pl/oferta/peugeot-207-1-6-hdi-oszczedny-i-zadbany-klima-elektryka-lift-warto-ID6BuEhX.html#1bbf95b907,10 900,PLN,2008
Volkswagen Golf VII,https://www.otomoto.pl/oferta/volkswagen-golf-highline-1-5-tsi-150km-dsg7-r-line-active-info-kamera-od-reki-ID6BsfLr.html#1bbf95b907,111 000,PLN,2018
Mercedes-Benz CLS C218,https://www.otomoto.pl/oferta/mercedes-benz-cls-cls-350d-schooting-break-4matic-panorama-led-webasto-el-klapa-ID6Btqpt.html#1bbf95b907,149 800,PLN,2015
Ford Mondeo Mk5,https://www.otomoto.pl/oferta/ford-mondeo-ford-mondeo-2-0-diesel-150-km-przebieg-39-940-km-salon-pl-ID6BuEfB.html#1bbf95b907,83 900,PLN,2017
Volkswagen Transporter T5,https://www.otomoto.pl/oferta/volkswagen-transporter-sprzedam-volkswagena-t5-2013r-lift-9osobowy-ID6BqnZN.html#1bbf95b907,53 500,PLN,2013
Ford Focus Mk2,https://www.otomoto.pl/oferta/ford-focus-sprowadzony-z-niemiec-po-oplatach-6-bieg-136-km-ladnie-utrzymany-ID6AJ5oU.html#1bbf95b907,11 500,PLN,2007
Mazda 6 III,https://www.otomoto.pl/oferta/mazda-6-mazda-6-skyactiv-2-5-192-km-pilnie-kamera-cofania-nowa-cena-ID6BwmfU.html#1bbf95b907,55 000,PLN,2015
Opel Astra J,https://www.otomoto.pl/oferta/opel-astra-1-4t-140km-lpg-sports-tourer-enjoy-polski-salon-od-dealera-nexteam-ID6BuEfe.html#1bbf95b907,45 900,PLN,2015
Peugeot 5008 I,https://www.otomoto.pl/oferta/peugeot-5008-automat-lopatki-nawigacja-2-kluczyki-oryginalny-przebieg-nowe-zimowki-ID6BuEbU.html#1bbf95b907,28 900,PLN,2012
Škoda Superb I,https://www.otomoto.pl/oferta/skoda-superb-1-9-tdi-130-km-alu-navi-klima-skory-xenon-parktonic-z-niemiec-ID6BuE9d.html#1bbf95b907,20 500,PLN,2005
Opel Astra J,https://www.otomoto.pl/oferta/opel-astra-jesienna-promocja-1-7-cdti-enjoy-sports-tourer-salonpl-aso-fv23-ID6A8gKo.html#1bbf95b907,32 150,PLN,2014
Opel Astra J,https://www.otomoto.pl/oferta/opel-astra-1-7-cdti-salon-polska-serwis-aso-klimatronic-tempomat-alu-ID6BuEaX.html#1bbf95b907,22 000,PLN,2010
BMW Seria 5 F10,https://www.otomoto.pl/oferta/bmw-seria-5-salon-pl-525-xdrive-f10-f11-serwisowany-piekna-atrakcyjna-cena-ID6Bu8xv.html#1bbf95b907,69 999,PLN,2011
Audi A3 8P,https://www.otomoto.pl/oferta/audi-a3-s-line-panorama-bi-xenon-navi-ID6AVhTQ.html#1bbf95b907,26 200,PLN,2006
Seat Ibiza V,https://www.otomoto.pl/oferta/seat-ibiza-5d-style-1-0-tsi-95-km-5-biegowa-manualna-start-stop-ID6ASVl3.html#1bbf95b907,57 024,PLN,2018
Audi A6 C7,https://www.otomoto.pl/oferta/audi-a6-3-0-tdi-v6-quattro-serwisowany-aso-oplacony-ID6Br3Li.html#1bbf95b907,68 700,PLN,2011
Mazda 6 I,https://www.otomoto.pl/oferta/mazda-6-auto-bez-wkladu-2007-r-gwarancja-oryginal-1-8-benzyna-ID6AKH25.html#1bbf95b907,13 900,PLN,2007
Honda Accord VIII,https://www.otomoto.pl/oferta/honda-accord-honda-accord-salon-pl-fv-23-bez-wkladu-ii-wl-ID6Bwmg7.html#1bbf95b907,41 999,PLN,2010
BMW X3 F25,https://www.otomoto.pl/oferta/bmw-x3-xdrive28i-245-km-mpakiet-schadow-line-salonpl-serwisowany-bezwypadkowy-ID6BwmfC.html#1bbf95b907,99 900,PLN,2013
Škoda Octavia II,https://www.otomoto.pl/oferta/skoda-octavia-1-9-tdi-klima-el-szyby-wspomaganie-kierownicy-alarm-ID6BuE8v.html#1bbf95b907,9 200,PLN,2005
Ford Focus Mk3,https://www.otomoto.pl/oferta/ford-focus-ford-focus-rs-mk3-2017-rok-cesja-leasingu-ID6BuE5s.html#1bbf95b907,153 029,PLN,2017
Ford Fusion,https://www.otomoto.pl/oferta/ford-fusion-1-6-salon-polska-serwis-aso-klima-parktronic-alu-ID6BuE7N.html#1bbf95b907,18 200,PLN,2010
Mercedes-Benz Klasa B W245,https://www.otomoto.pl/oferta/mercedes-benz-klasa-b-gwarancja-6mc-automat-bezwypadkowy-ID6Bt98n.html#1bbf95b907,25 900,PLN,2009
Volvo S60 II,https://www.otomoto.pl/oferta/volvo-s60-biala-parla-faktura-vat-ID6BfDwf.html#1bbf95b907,41 500,PLN,2015
car_title,car_link,car_price,currency,years
Audi A6 Allroad C6,https://www.otomoto.pl/oferta/audi-a6-allroad-auto-na-biezaco-serwisowane-i-uzytkowane-quattro-automat-3-0-tdi-ID6BuE28.html#376e505af0,53 900,PLN,2010
Fiat Bravo II,https://www.otomoto.pl/oferta/fiat-bravo-108tys-km-ii-wlasciciel-1-4-90km-polski-salon-serwis-faktury-piekny-ID6BwmfP.html#376e505af0,13 900,PLN,2007
Ford Mondeo Mk3,https://www.otomoto.pl/oferta/ford-mondeo-super-stan-klima-alufelgi-17-dlugie-oplaty-ID6BwmfL.html#376e505af0,8 700,PLN,2004
Volkswagen Caravelle,https://www.otomoto.pl/oferta/volkswagen-caravelle-2-0-tdi-150-km-czujniki-dsg-wyprzedaz-rocznika-w-aso-ID6BsJNV.html#376e505af0,125 600,PLN,2018
Honda Insight,https://www.otomoto.pl/oferta/honda-insight-prywatny-bezwypadkowy-2011r-124400-km-automat-serwisowany-w-hondzie-ID6BwkVq.html#376e505af0,31 900,PLN,2011
Volvo V50,https://www.otomoto.pl/oferta/volvo-v50-volvo-v50-2-0-d-136-km-wersja-z-bogatym-wyposazeniem-ID6BlaX2.html#376e505af0,9 200,PLN,2005
Audi A6 C6,https://www.otomoto.pl/oferta/audi-a6-navi-kolor-chrom-super-stan-caly-oryginal-2011r-ID6Buk1g.html#376e505af0,34 990,PLN,2011
Škoda Octavia III,https://www.otomoto.pl/oferta/skoda-octavia-2-0-tdi-salon-polska-1-wlasciciel-serwis-aso-vat-23-klima-ID6BuE3u.html#376e505af0,39 023,PLN,2015
Opel Grandland X,https://www.otomoto.pl/oferta/opel-grandland-x-ultimate-cdti-1-6-120km-at6-ID6BiA4h.html#376e505af0,125 900,PLN,2018
Mercedes-Benz Klasa C W205,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-c-220d-pakiet-amg-kamera-360-13778-ddb-auto-bogacka-ID6BizPB.html#376e505af0,194 900,PLN,2018
Mercedes-Benz Klasa C W205,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-c-220d-pakiet-amg-kamera-360-13781-ddb-auto-bogacka-ID6BizKv.html#376e505af0,194 900,PLN,2018
BMW Seria 5 F10,https://www.otomoto.pl/oferta/bmw-seria-5-ogloszenie-prywatne-i-wlasciciel-serwisowany-aso-ID6BsSeZ.html#376e505af0,89 900,PLN,2013
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-st-full-led-1-4-tsi-125-km-dostepny-od-reki-ID6AMOCD.html#376e505af0,79 500,PLN,2018
Chevrolet Astro,https://www.otomoto.pl/oferta/chevrolet-astro-chevrolet-astro-4x4-klima-super-stan-nie-multivan-z-japonii-ID6BuDYJ.html#376e505af0,29 000,PLN,1996
Ford Focus Mk3,https://www.otomoto.pl/oferta/ford-focus-1-6-i-salon-polska-1-wlasciciel-serwis-aso-vat-23-navi-ID6BuE0N.html#376e505af0,36 584,PLN,2015
Mazda 5 I,https://www.otomoto.pl/oferta/mazda-5-ID6BoVT9.html#376e505af0,12 000,PLN,2006
Opel Astra K,https://www.otomoto.pl/oferta/opel-astra-astra-v-1-4-enjoy-salon-pl-1-wl-aso-bonkowscy-ID6BdS9u.html#376e505af0,57 900,PLN,2017
Volvo V90,https://www.otomoto.pl/oferta/volvo-v90-cc-t6-310km-awd-inscription-pl-salon-fv-23-dealer-drywa-volvo-ID6ATwFV.html#376e505af0,299 999,PLN,2018
Seat Arona,https://www.otomoto.pl/oferta/seat-arona-full-led-1-0-tsi-95-km-ID6BtIjK.html#376e505af0,78 900,PLN,2018
Nissan Qashqai II,https://www.otomoto.pl/oferta/nissan-qashqai-1-2-dig-t-salon-polska-1-wlasciciel-serwis-aso-vat-23-klima-ID6BuDZs.html#376e505af0,48 780,PLN,2016
BMW Seria 3 E90,https://www.otomoto.pl/oferta/bmw-seria-3-niski-udokumentowany-przebieg-klimatronik-parktronik-zadbana-ID6BuDX7.html#376e505af0,22 500,PLN,2006
Audi A4 B8,https://www.otomoto.pl/oferta/audi-a4-ID6AGC2r.html#376e505af0,59 500,PLN,2015
Opel Astra J,https://www.otomoto.pl/oferta/opel-astra-1-6-cdti-salon-polska-1-wlasciciel-serwis-aso-vat-23-klima-ID6BuDVQ.html#376e505af0,25 202,PLN,2014
Mercedes-Benz Klasa C W205,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-salon-polska-gwarancja-producenta-automat-9g-dct-ID6BsJN3.html#376e505af0,116 000,PLN,2017
Audi A5 F5,https://www.otomoto.pl/oferta/audi-a5-sportback-2-0-tfsi-190-km-s-tronic-audi-centrum-lodz-ID6Btqe5.html#376e505af0,230 900,PLN,2018
Volkswagen Phaeton,https://www.otomoto.pl/oferta/volkswagen-phaeton-3-0-tdi-v6-240km-4motion-gwarancja-ID6BsJML.html#376e505af0,79 900,PLN,2013
Seat Ibiza IV,https://www.otomoto.pl/oferta/seat-ibiza-1-4-tdi-salon-polska-1-wlasciciel-serwis-aso-vat-23-ID6BuDSx.html#376e505af0,30 080,PLN,2016
Škoda RAPID,https://www.otomoto.pl/oferta/skoda-rapid-1-0-tsi-110km-style-p-comfort-tylne-sw-led-kolo-opcje-mega-okazja-ID6BuDTL.html#376e505af0,64 600,PLN,2018
Jaguar XF X250,https://www.otomoto.pl/oferta/jaguar-xf-cc-a-6-a7-bmw-mercedes-audi-insignia-passat-ID6BqaEw.html#376e505af0,53 500,PLN,2008
Audi A3 8P,https://www.otomoto.pl/oferta/audi-a3-spotrback-2-0tdi-bez-pdf-140-km-ID6Bwm7U.html#376e505af0,17 500,PLN,2005
Toyota Auris II,https://www.otomoto.pl/oferta/toyota-auris-active-serwisowany-w-aso-f-vat-ID6BuDcj.html#376e505af0,37 900,PLN,2013
Honda Prelude,https://www.otomoto.pl/oferta/honda-prelude-honda-prelude-sprawna-nowy-akumulator-nowe-opony-caloroczne-ID6Bwmdw.html#376e505af0,6 500,PLN,1997
car_title,car_link,car_price,currency,years
Audi A6 C7,https://www.otomoto.pl/oferta/audi-a6-2-0tdi-190km-fv23-gwarancja-do-2021-roku-ID6BthwX.html#47ef642794,147 900,PLN,2016
Opel Meriva I,https://www.otomoto.pl/oferta/opel-meriva-bezwypadkowy-sprowadzony-zarejestrowany-zapraszam-do-zakupu-ID6BwmdU.html#47ef642794,10 400,PLN,2007
Audi A4 B7,https://www.otomoto.pl/oferta/audi-a4-audi-a4-b7-2-0tdi-cabrio-2007rok-mozliwa-zamiana-ID6BujZB.html#47ef642794,26 900,PLN,2007
Peugeot 107,https://www.otomoto.pl/oferta/peugeot-107-1-0-benzyna-pierwszy-wl-2-komplety-kol-5-drzwi-spalanie-4-5-100km-ID6Br8YY.html#47ef642794,10 900,PLN,2008
BMW X3 G01,https://www.otomoto.pl/oferta/bmw-x3-xdrive-20i-m-sport-184km-ID6BsJLB.html#47ef642794,257 618,PLN,2018
Audi A4 B9,https://www.otomoto.pl/oferta/audi-a4-2-0tdi-150km-s-tronic-bang-olufsen-fv23-gwarancja-ID6BbEwC.html#47ef642794,117 500,PLN,2016
Seat Leon II,https://www.otomoto.pl/oferta/seat-leon-seat-leon-2-fr-2010r-2-0tdi-cr-170km-dsg-1p-lift-ID6Bwmcq.html#47ef642794,27 500,PLN,2010
Audi A6 C7,https://www.otomoto.pl/oferta/audi-a6-3-0-tdi-272km-quattro-s-tronic-fv23-gwarancja-12-miesiecy-ID6BbF93.html#47ef642794,170 900,PLN,2015
Volkswagen Golf V,https://www.otomoto.pl/oferta/volkswagen-golf-1-4-tsi-salon-polska-serwis-aso-klimatronic-tempomat-parktronic-ID6BuDLK.html#47ef642794,26 200,PLN,2009
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-xcellence-1-5-tsi-start-stop-130-km-wyprzedaz-rocznika-w-aso-ID6Bu68A.html#47ef642794,84 500,PLN,2018
Volkswagen Tiguan II,https://www.otomoto.pl/oferta/volkswagen-tiguan-highline-salon-pl-i-wl-vat-23-ID6Bwmd9.html#47ef642794,129 900,PLN,2016
Suzuki Grand Vitara II,https://www.otomoto.pl/oferta/suzuki-grand-vitara-grandvitara-2-0-140km-naped-4x4-salon-pl-makswyposazenie-100-oryginal-ID6BwmcV.html#47ef642794,26 900,PLN,2008
Volkswagen Golf Plus,https://www.otomoto.pl/oferta/volkswagen-golf-plus-1-9-tdi-klima-ID6BuDKn.html#47ef642794,14 000,PLN,2005
Dacia Dokker Van,https://www.otomoto.pl/oferta/dacia-dokker-van-1-5-dci-75km-confort-pakiet-elektryczny-opcje-mega-okazja-ID6BuDJR.html#47ef642794,52 582,PLN,2018
Dacia Dokker,https://www.otomoto.pl/oferta/dacia-dokker-salon-polska-bezwypadkowy-klima-navi-tempomat-itp-f-vat-2015rok-ID6BuDHf.html#47ef642794,33 600,PLN,2015
Renault Clio III,https://www.otomoto.pl/oferta/renault-clio-1-2-tce-serwis-aso-klima-alu-ID6BuDIS.html#47ef642794,16 500,PLN,2008
Honda Accord VIII,https://www.otomoto.pl/oferta/honda-accord-honda-accord-2-4-executive-ID6Bwmb9.html#47ef642794,48 500,PLN,2010
Audi A6 C6,https://www.otomoto.pl/oferta/audi-a6-audi-a6c6-2004r-3-0tdi-ID6BwmaZ.html#47ef642794,25 500,PLN,2004
Kia Ceed II,https://www.otomoto.pl/oferta/kia-ceed-1-4-cvvt-salon-polska-1-wlasciciel-serwis-aso-vat-23-navi-ID6BuDGg.html#47ef642794,46 340,PLN,2018
Honda Civic VIII,https://www.otomoto.pl/oferta/honda-civic-1-8-i-vtec-salon-polska-serwis-aso-klimatronic-parktronic-ID6Bw95M.html#47ef642794,47 200,PLN,2013
Mercedes-Benz Klasa C W203,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-c230-kompressor-192km-lift-xenon-skora-full-ID6Bwmcd.html#47ef642794,16 900,PLN,2004
Opel Astra K,https://www.otomoto.pl/oferta/opel-astra-1-4-t-salon-polska-1-wlasciciel-serwis-aso-automat-vat-23-ID6BsYu8.html#47ef642794,49 591,PLN,2017
Renault Megane III,https://www.otomoto.pl/oferta/renault-megane-2-0-rs-265-salon-polska-1-wlasciciel-serwis-aso-klima-tempomat-ID6BuDDi.html#47ef642794,65 500,PLN,2014
Toyota RAV4 IV,https://www.otomoto.pl/oferta/toyota-rav4-2-0-d4d-125km-ID6B70kG.html#47ef642794,69 900,PLN,2013
Fiat Tipo II,https://www.otomoto.pl/oferta/fiat-tipo-1-4-16v-salon-polska-1-wlasciciel-serwis-aso-vat-23-klima-ID6BuDzR.html#47ef642794,37 804,PLN,2017
Mercedes-Benz Klasa C W205,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-180-amg-gwarancja-garminmap-parktron-led-alarm-audio20-18-fv23-ID6zX7xj.html#47ef642794,122 222,PLN,2016
Audi A4 B9,https://www.otomoto.pl/oferta/audi-a4-quattro-automat-lopatki-full-led-climatronic-podgrz-fotele-papis-ID6Br9q6.html#47ef642794,99 900,PLN,2016
Toyota Auris I,https://www.otomoto.pl/oferta/toyota-auris-toyota-auris-full-opcja-oplacona-keyless-go-kamera-cofania-ID6ABJ0x.html#47ef642794,27 900,PLN,2011
Audi Q5 8R,https://www.otomoto.pl/oferta/audi-q5-audi-q-5-s-line-2-0-salon-pl-idealny-quattro-ID6AySes.html#47ef642794,49 000,PLN,2009
Toyota Auris II,https://www.otomoto.pl/oferta/toyota-auris-1-4d4d-90km-1wlasciciel-salon-pl-serwis-aso-fv23-ID6Bq7qB.html#47ef642794,34 600,PLN,2015
Audi A3 8P,https://www.otomoto.pl/oferta/audi-a3-a3-8p-3d-bose-s-line-alu17-ID6BwmbI.html#47ef642794,11 900,PLN,2003
Ford Mondeo Mk3,https://www.otomoto.pl/oferta/ford-mondeo-ford-mondeo-2-0-tdci-ghia-pelna-opcja-serwis-warszawa-zobacz-opis-ID6Bwmas.html#47ef642794,6 500,PLN,2003
car_title,car_link,car_price,currency,years
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-fr-1-8-tsi-180km-dsg-jak-nowy-aso-polska-ID6B4H3V.html#0897882a29,89 900,PLN,2017
Seat Leon II,https://www.otomoto.pl/oferta/seat-leon-stan-bardzo-dobry-krajowy-drugi-wlasciciel-garazowany-ID6zRB8L.html#0897882a29,25 000,PLN,2011
Honda Accord VIII,https://www.otomoto.pl/oferta/honda-accord-honda-accord-100-serwisowania-aso-honda-ID6BuAYb.html#0897882a29,39 700,PLN,2008
Mercedes-Benz Klasa G W463,https://www.otomoto.pl/oferta/mercedes-benz-klasa-g-mercedes-g-klasa-350-stan-bdb-klima-ID6BuDnr.html#0897882a29,59 000,PLN,1995
Volkswagen Golf VI,https://www.otomoto.pl/oferta/volkswagen-golf-1-2-tsi-salon-polska-serwis-aso-klima-parktronic-ID6BuDrU.html#0897882a29,36 000,PLN,2013
Audi A6 C5,https://www.otomoto.pl/oferta/audi-a6-audi-a6-c5-quattro-4x4-2-8-v6-automat-lpg-xenon-ID6Aqgfv.html#0897882a29,8 400,PLN,1998
Ford Mondeo Mk4,https://www.otomoto.pl/oferta/ford-mondeo-rezerwacja-rezerwacja-rezerwacja-ID6Bs5Ii.html#0897882a29,30 800,PLN,2012
Toyota Prius IV,https://www.otomoto.pl/oferta/toyota-prius-1-8-hybrid-premium-ID6BaOIJ.html#0897882a29,104 800,PLN,2016
Opel Meriva II,https://www.otomoto.pl/oferta/opel-meriva-1-4-turbo-salon-polska-1-wlasciciel-serwis-aso-gaz-klima-ID6BuDqK.html#0897882a29,45 000,PLN,2015
Citroën C5 III,https://www.otomoto.pl/oferta/citroen-c5-2-0hdi-140km-czujniki-park-klimatronic-grzane-fotele-alu-17-ID6Bwmbj.html#0897882a29,25 900,PLN,2010
BMW X3 G01,https://www.otomoto.pl/oferta/bmw-x3-30i-xline-od-reki-najwiekszy-wybor-samochodow-ID6BsJID.html#0897882a29,249 900,PLN,2018
Toyota Corolla Seria,https://www.otomoto.pl/oferta/toyota-corolla-1-6-comfort-salon-pl-gwarancja-faktura-23-ID6BfF7Y.html#0897882a29,61 900,PLN,2017
Volkswagen Jetta A6,https://www.otomoto.pl/oferta/volkswagen-jetta-1-4-tsi-salon-polska-1-wlasciciel-serwis-aso-dsg-vat-23-klima-ID6BuDoB.html#0897882a29,54 470,PLN,2016
Toyota Corolla Seria,https://www.otomoto.pl/oferta/toyota-corolla-1-6-comfort-salon-pl-gwarancja-faktura-23-ID6Bfqhf.html#0897882a29,62 900,PLN,2017
Toyota Corolla Seria,https://www.otomoto.pl/oferta/toyota-corolla-1-6-comfort-salon-pl-gwarancja-faktura-23-ID6BfvS2.html#0897882a29,61 900,PLN,2017
Toyota Corolla Seria,https://www.otomoto.pl/oferta/toyota-corolla-1-6-comfort-salon-pl-gwarancja-faktura-23-ID6BfFW5.html#0897882a29,63 900,PLN,2017
Toyota Corolla Seria,https://www.otomoto.pl/oferta/toyota-corolla-1-6-comfort-salon-pl-gwarancja-faktura-23-ID6BnsXD.html#0897882a29,61 900,PLN,2017
Toyota Corolla Seria,https://www.otomoto.pl/oferta/toyota-corolla-6-comfort-salon-pl-gwarancja-faktura-23-ID6Bn4dc.html#0897882a29,61 900,PLN,2017
Toyota Corolla Seria,https://www.otomoto.pl/oferta/toyota-corolla-1-6-comfort-salon-pl-gwarancja-faktura-23-ID6Bq6PU.html#0897882a29,61 900,PLN,2017
BMW Seria 3 F30,https://www.otomoto.pl/oferta/bmw-seria-3-316d-aut-sedan-4dr-ID6BtpXL.html#0897882a29,87 500,PLN,2016
Toyota Corolla Seria,https://www.otomoto.pl/oferta/toyota-corolla-1-6-comfort-salon-pl-gwarancja-faktura-23-ID6BqPnN.html#0897882a29,62 900,PLN,2017
Opel Corsa D,https://www.otomoto.pl/oferta/opel-corsa-1-4-salon-polska-klima-parktronic-alu-ID6BuDld.html#0897882a29,23 000,PLN,2009
Audi A3 8P,https://www.otomoto.pl/oferta/audi-a3-2-0-tdi-2011-pelny-s-line-oferta-prywatna-ID6AIZRQ.html#0897882a29,41 900,PLN,2011
Audi Q5 8R,https://www.otomoto.pl/oferta/audi-q5-2-0-tfsi-quattro-mmi-bang-full-swiezo-sprowadzona-lekko-uszkodzona-ID6BuUih.html#0897882a29,62 900,PLN,2016
Toyota Auris II,https://www.otomoto.pl/oferta/toyota-auris-2-0-d-4d-salon-polska-skora-klimatronic-tempomat-parktronic-ID6BuDjR.html#0897882a29,52 000,PLN,2014
Volkswagen Tiguan I,https://www.otomoto.pl/oferta/volkswagen-tiguan-2-0-tdi-170-4-motion-4x4-highline-xenon-alcantara-chromy-navi-led-ID6BtpVK.html#0897882a29,54 900,PLN,2012
Audi A6 C7,https://www.otomoto.pl/oferta/audi-a6-3-0-tfsi-310km-quattro-s-line-full-led-rotor-ID6ABlnC.html#0897882a29,77 900,PLN,2012
Nissan Murano Z51,https://www.otomoto.pl/oferta/nissan-murano-ID6Bwmaq.html#0897882a29,29 500,PLN,2008
Mercedes-Benz Klasa C W205,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-c-220d-pakiet-amg-kamera-360-13783-ddb-auto-bogacka-ID6BiyYs.html#0897882a29,194 900,PLN,2018
Toyota Avensis III,https://www.otomoto.pl/oferta/toyota-avensis-2-0-d-4d-salon-polska-klimatronic-parktronic-ID6BuDiG.html#0897882a29,39 000,PLN,2011
Ford Mondeo Mk4,https://www.otomoto.pl/oferta/ford-mondeo-1-8tdci-125km-salon-pl-silnik-pali-ID6BhMpp.html#0897882a29,8 500,PLN,2010
Škoda Superb III,https://www.otomoto.pl/oferta/skoda-superb-wyprzedaz-rocznika-rabat-11-000zl-fv-na-ten-rok-ID6BwaBo.html#0897882a29,97 600,PLN,2018
car_title,car_link,car_price,currency,years
Toyota RAV4 III,https://www.otomoto.pl/oferta/toyota-rav4-2-2d-4d-150km-4x4-klimatronik-6-biegow-airbag-x8-hak-ID6BtpQf.html#1b01d0dca2,45 900,PLN,2010
Renault Kadjar,https://www.otomoto.pl/oferta/renault-kadjar-1-2-tce-salon-polska-1-wlasciciel-serwis-aso-vat-23-navi-ID6BuDhq.html#1b01d0dca2,55 690,PLN,2017
Toyota Carina E,https://www.otomoto.pl/oferta/toyota-carina-ID6BuDc7.html#1b01d0dca2,2 100,PLN,1996
Mitsubishi Pajero II,https://www.otomoto.pl/oferta/mitsubishi-pajero-4x4-manualna-skrzynia-reduktor-ID6BuDgk.html#1b01d0dca2,15 500,PLN,1998
Dacia Sandero II,https://www.otomoto.pl/oferta/dacia-sandero-1-0-sce-75km-laureate-kolo-super-okazja-ID6Bu64u.html#1b01d0dca2,38 099,PLN,2018
BMW Seria 3 E46,https://www.otomoto.pl/oferta/bmw-seria-3-e46-325-coupe-z-instalacja-lpg-skora-alcantaraaluperfect-stan-ID6Bwmax.html#1b01d0dca2,14 800,PLN,2000
Mercedes-Benz Klasa E W212,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-salon-polska-avantgarde-ID6Bwm9Y.html#1b01d0dca2,67 990,PLN,2009
